"","id","type","price","netHabitableSurface","landSurface","bedrooms","gemeente","postalCode","street","number","lat","lon","url","category"
"297",1961834,"HOUSE",349000,165,140,4,"Antwerpen","2100","Waterbaan","47",4.4635079733599,51.206923783817,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/1961834",NA
"298",1993983,"LAND",759000,NA,3534,NA,"Brasschaat","2930","Baillet latourlei","13",4.4639503527505,51.270618617266,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/1993983",NA
"299",2061207,"HOUSE",397000,186,346,3,"Kalmthout","2920","Leopoldstraat","11",4.4640354108729,51.365933767745,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/2061207",NA
"300",2053089,"HOUSE",350000,176,180.63180539885,2,"Hove","2540","Jan frans gellyncklaan","26",4.4643676330424,51.150090358208,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/2053089",NA
"301",2317623,"HOUSE",339000,112,115,3,"Mechelen","2800","Kurassiersstraat","11",4.4646070302083,51.040439510189,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/2317623",NA
"302",2147630,"HOUSE",269500,139,88,2,"Schoten","2900","Jozef cogelslei","187",4.4651006244963,51.23982082818,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/2147630",NA
"303",1774413,"HOUSE",299000,132,145,3,"Antwerpen","2100","Gallifortlei","213",4.4651433056394,51.224844045648,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/1774413",NA
"304",2252021,"HOUSE",479000,294,1795,4,"Duffel","2570","Notmeir","82",4.4656258333347,51.080136927369,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/2252021",NA
"305",1757619,"HOUSE",459000,215,55,3,"Antwerpen","2100","Eikblokstraat","8",4.465732497518,51.222181072668,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/1757619",NA
"306",2039865,"HOUSE",399000,247,481,4,"Essen","2910","Hofstraat","36",4.4659499814921,51.464417239092,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/2039865",NA
"307",1777689,"HOUSE",425000,208,174,3,"Antwerpen","2100","George ivanowlaan","84",4.4659604359446,51.192177704246,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/1777689",NA
"308",2325032,"HOUSE",525000,206,396,4,"Mechelen","2800","Nattehofstraat","28",4.4661141033094,51.02725256517,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/2325032",NA
"309",2055223,"HOUSE",439000,160,346,4,"Hove","2540","Vredestraat","57",4.4662575915066,51.147199046587,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/2055223",NA
"310",2297334,"HOUSE",295000,99,109,4,"Mechelen","2800","Battelsesteenweg","119",4.466538356851,51.029668896218,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/2297334",NA
"311",2063344,"HOUSE",324000,187,318,3,"Kalmthout","2920","Tulpenlaan","35",4.4672450706872,51.376886190598,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/2063344",NA
"312",1834161,"HOUSE",347000,216,253.17375954575,4,"Antwerpen","2100","Kreglingerstraat","15",4.46737860426,51.225222754107,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/1834161",NA
"313",2310858,"HOUSE",338000,140,65,2,"Mechelen","2800","Hombeeksesteenweg","184",4.4675787486187,51.017904780705,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/2310858",NA
"314",1721003,"HOUSE",259000,134,125,3,"Antwerpen","2100","Boshovestraat","84",4.4678909115216,51.222840295501,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/1721003",NA
"315",2320030,"HOUSE",293000,130,95,4,"Mechelen","2800","Lemmensstraat","32",4.4680658916455,51.026093940822,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/2320030",NA
"316",2316050,"HOUSE",545000,246,140,5,"Mechelen","2800","Koningin astridlaan","58",4.4691874133664,51.026746704843,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/2316050",NA
"317",1998017,"HOUSE",497000,200,472.73554188234,5,"Brasschaat","2930","De gagel","26",4.469853167864,51.304702881438,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/1998017",NA
"318",1720971,"HOUSE",295000,170,127,4,"Antwerpen","2100","Boshovestraat","130",4.4702450712028,51.222860972296,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/1720971",NA
"319",1896761,"HOUSE",417500,150,116.48289416899,3,"Antwerpen","2100","Prosper De Witstraat","9",4.4703057878894,51.226099508721,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/1896761",NA
"320",2053731,"HOUSE",425000,153,328,3,"Hove","2540","Leon dumortierstraat","182",4.4705033647699,51.149574060366,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/2053731",NA
"321",2327648,"HOUSE",460000,202,264,5,"Mechelen","2800","Oude antwerpsebaan","4",4.4711810000759,51.040375555645,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/2327648",NA
"322",2337845,"HOUSE",330000,130,115,3,"Mechelen","2800","Veldenstraat","17",4.471835096873,51.017548646253,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/2337845",NA
"323",2009393,"HOUSE",485000,157,477.46090143966,4,"Brasschaat","2930","Schout de Moorstraat","8",4.4720713620031,51.306931244659,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/2009393",NA
"324",2051920,"HOUSE",795000,228,720,4,"Hove","2540","Beukenlaan","4",4.4723133251445,51.144071015635,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/2051920",NA
"325",2327416,"HOUSE",149000,75,40.506863592542,2,"Mechelen","2800","Oscar van kesbeeckstraat","132",4.4724043985465,51.039931018737,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/2327416",NA
"326",1932905,"HOUSE",270000,156,150,2,"Antwerpen","2100","Tirinusstraat","40",4.4725850749252,51.224923692066,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/1932905",NA
"327",1932883,"HOUSE",265000,156,150,3,"Zwijndrecht","2070","Tirinusstraat","42",4.4725929879312,51.224991210269,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/1932883",NA
"328",1946720,"HOUSE",395000,245,294,4,"Antwerpen","2100","Van loenoutstraat","43",4.4736429052922,51.220485344748,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/1946720",NA
"329",2059961,"HOUSE",299000,109,355,4,"Kalmthout","2920","Kapellensteenweg","311",4.4736592298751,51.376249919717,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/2059961",NA
"330",2098065,"HOUSE",299000,162,190,3,"Mortsel","2640","Koeisteerthofdreef","28",4.4736745511247,51.170259885395,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/2098065",NA
"331",2326101,"HOUSE",413750,126,0,3,"Mechelen","2800","Nieuwe beggaardenstraat","41",4.4738028681367,51.029399625305,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/2326101",NA
"332",2326121,"HOUSE",97000,51,25,1,"Mechelen","2800","Nieuwe beggaardenstraat","36",4.473955185486,51.030068243194,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/2326121",NA
"333",2326574,"HOUSE",6e+05,270,235,4,"Mechelen","2800","Nonnenstraat","13",4.4741075652469,51.03118113167,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/2326574",NA
"334",2301939,"HOUSE",325000,127,96,3,"Mechelen","2800","Conventstraat","10",4.4742846643524,51.030484110355,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/2301939",NA
"335",2156212,"HOUSE",349000,227,331,2,"Schoten","2900","Van immerseelstraat","3",4.4747993263712,51.24486489791,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/2156212",NA
"336",2061515,"HOUSE",699000,350,2182,4,"Kalmthout","2920","Meidoornlaan","9",4.4750057391647,51.354550228765,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/2061515",NA
"337",2332924,"HOUSE",235000,114,45,4,"Mechelen","2800","Sint-Jacobstraat","38",4.4753223678617,51.021776150492,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/2332924",NA
"338",2062574,"HOUSE",549000,202,925,4,"Kalmthout","2920","Rodeweg","35",4.4754832729146,51.369326967112,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/2062574",NA
"339",2318611,"HOUSE",295000,NA,175,4,"Mechelen","2800","Lange hofstraat","4",4.4755031261583,51.018105961345,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/2318611","new"
"340",2332910,"HOUSE",299000,150,83,3,"Mechelen","2800","Sint-Jacobstraat","29",4.4758535870432,51.021798562937,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/2332910",NA
"341",1737371,"HOUSE",379000,204,155,3,"Antwerpen","2100","Corneel franckstraat","63",4.4758701544422,51.207167565923,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/1737371",NA
"342",2328245,"HOUSE",395000,288,130,3,"Mechelen","2800","Oude liersebaan","3",4.4759906262017,51.036493697328,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/2328245",NA
"343",2079202,"HOUSE",425000,175,351.34636964928,2,"Kontich","2550","Dorre Eikstraat","47",4.4766804302311,51.129631251862,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/2079202",NA
"344",1696695,"HOUSE",369000,172,265,3,"Antwerpen","2100","Amandus geenenlaan","30",4.4768473978716,51.225663903831,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/1696695",NA
"345",2330975,"HOUSE",560000,157,633,2,"Mechelen","2800","Rietstraat","40",4.4772883735844,50.999116861997,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/2330975",NA
"346",2004767,"HOUSE",503500,160,1605.8837614511,3,"Brasschaat","2930","Lage Kaart","202",4.4774095322581,51.298962777611,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/2004767",NA
"347",2379859,"HOUSE",255000,104,135,3,"Sint-Katelijne-Waver","2860","Lindestraat","45",4.4776480089235,51.058688113743,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/2379859",NA
"348",2004948,"HOUSE",539000,240,503,3,"Brasschaat","2930","Langestraat","41",4.4782042303657,51.305787108955,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/2004948",NA
"349",2340765,"HOUSE",330000,183,133.58275005128,4,"Mechelen","2800","Zelestraat","30",4.4783474009595,51.033229476063,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/2340765",NA
"350",2322058,"HOUSE",468000,195,307,3,"Mechelen","2800","Lindestraat","25",4.4791078931849,51.005559992018,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/2322058",NA
"351",1746669,"HOUSE",295000,130,146.8483001492,2,"Antwerpen","2100","De Vréstraat","21",4.4801828741723,51.218635736562,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/1746669",NA
"352",1860685,"HOUSE",330000,100,214.44596567936,2,"Antwerpen","2100","Manebruggestraat","361",4.4802688124713,51.203344125326,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/1860685",NA
"353",2318681,"HOUSE",365000,111,57,3,"Mechelen","2800","Lange nieuwstraat","21",4.4807105973708,51.021447559823,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/2318681",NA
"354",2055926,"HOUSE",695000,261,1952,4,"Kalmthout","2920","Bakkersdreef","59",4.4807954561394,51.359536994399,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/2055926",NA
"355",2321768,"HOUSE",189000,112,70,3,"Mechelen","2800","Liersesteenweg","133",4.4810939364119,51.037218589011,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/2321768",NA
"356",2249703,"LAND",210000,NA,637,NA,"Duffel","2570","Kruisstraat","144",4.481655,51.08832,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/2249703",NA
"357",2321615,"HOUSE",295000,209,75,4,"Mechelen","2800","Liersesteenweg","63",4.4821001421992,51.035533691072,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/2321615",NA
"358",2056009,"HOUSE",648000,265,5331,4,"Kalmthout","2920","Beauvoislaan","60",4.4821533749915,51.368936380375,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/2056009",NA
"359",2010960,"HOUSE",369000,138,200,3,"Brasschaat","2930","Verhoevenlei","154",4.4825702111427,51.292129707765,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/2010960",NA
"360",2335943,"HOUSE",297000,154,180,2,"Mechelen","2800","Tervuursesteenweg","116",4.4839076264661,51.01037648271,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/2335943","new"
"361",2335580,"HOUSE",620000,319,130,4,"Mechelen","2800","'t vlietje","9",4.4842186638863,51.027272084102,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/2335580",NA
"362",2309269,"HOUSE",385000,208,215,3,"Mechelen","2800","Hanswijkvaart","25",4.4848062802422,51.013953100358,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/2309269",NA
"363",2313937,"HOUSE",595000,NA,89.56,4,"Mechelen","2800","Keizerstraat","18",4.4856087120108,51.028795444589,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/2313937",NA
"364",2010677,"HOUSE",285000,150,274,3,"Brasschaat","2930","Veldstraat","187",4.4856629140285,51.2955018218,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/2010677",NA
"365",1976365,"HOUSE",639000,334,946,7,"Boechout","2530","Sportveldlaan","20",4.4857965890521,51.160303784434,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/1976365",NA
"366",2003662,"HOUSE",285000,110,675,2,"Brasschaat","2930","Kenislei","22",4.4859590977207,51.299764458885,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/2003662",NA
"367",2142506,"HOUSE",359000,200,296,5,"Schoten","2900","Borkelstraat","12",4.4861102872151,51.250329012816,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/2142506",NA
"368",1989929,"HOUSE",395000,162,190,3,"Borsbeek","2150","Grimbert","13",4.4866032378744,51.199173592634,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/1989929",NA
"369",2008382,"HOUSE",359000,189,378,4,"Brasschaat","2930","Peter benoitlei","43",4.4875838907085,51.302962883379,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/2008382",NA
"370",2303581,"HOUSE",595000,204,345,3,"Mechelen","2800","Duivenstraat","35",4.4877466963047,51.046454230147,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/2303581",NA
"371",2296824,"HOUSE",336000,133,104.37583667616,4,"Mechelen","2800","Bakelaarstraat","6",4.4883820482162,51.03054715489,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/2296824",NA
"372",2175984,"HOUSE",439000,286,375,5,"Wommelgem","2160","Maria clarastraat","4",4.4899681039016,51.205544062947,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/2175984",NA
"373",1990277,"HOUSE",375000,225,222,3,"Borsbeek","2150","Herentalsebaan","171",4.4900941229371,51.199334628123,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/1990277",NA
"374",2005837,"HOUSE",459000,145,333,4,"Brasschaat","2930","Martouginlei","38",4.4903021741876,51.301100779843,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/2005837",NA
"375",2172669,"HOUSE",359000,170,293.50168824918,4,"Wommelgem","2160","Autolei","279",4.4914914101068,51.210055539592,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/2172669",NA
"376",1993382,"HOUSE",599000,203,243.63110716362,4,"Brasschaat","2930","Aerdenlei","34",4.4915818008389,51.292444420317,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/1993382",NA
"377",2317871,"HOUSE",345000,316.55,135,2,"Mechelen","2800","Lakenmakersstraat","81",4.4918324671593,51.028853505228,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/2317871",NA
"378",2089508,"HOUSE",275000,147,172,3,"Lint","2547","Kardinaal cardijnlaan","43",4.4918576898198,51.125503596805,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/2089508",NA
"379",2248014,"HOUSE",349000,120,141,2,"Duffel","2570","Geleweg","10",4.4925019967836,51.090634849594,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/2248014",NA
"380",2088543,"HOUSE",319000,125,279,2,"Lint","2547","Duffelsesteenweg","111",4.4942568004425,51.123577064972,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/2088543",NA
"381",2300061,"HOUSE",275000,106,70,3,"Mechelen","2800","Borchtstraat","57",4.4944099303971,51.029740772555,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/2300061",NA
"382",2173927,"HOUSE",449000,178,361,4,"Wommelgem","2160","Fortbaan","42",4.494634081693,51.198864104456,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/2173927",NA
"383",2308193,"HOUSE",249000,157,156,3,"Mechelen","2800","Grote nieuwedijkstraat","320",4.4952286073798,51.039883454453,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/2308193",NA
"384",2090094,"HOUSE",575000,275,434,3,"Lint","2547","Koning albertstraat","12",4.4953687615457,51.128002869081,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/2090094",NA
"385",2091020,"HOUSE",395000,157,226.21687683312,3,"Lint","2547","Neerland","4",4.4960915152341,51.12098080007,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/2091020",NA
"386",2325412,"HOUSE",420000,206.5,245,4,"Mechelen","2800","Nekkerspoelstraat","151",4.4963189813366,51.031462928706,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/2325412",NA
"387",2088599,"HOUSE",219000,180,246,4,"Lint","2547","Duffelsesteenweg","47",4.4965154850166,51.125219260068,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/2088599",NA
"388",2145948,"HOUSE",319000,196,139.56506118487,4,"Schoten","2900","Gelmelenstraat","170",4.4975092069815,51.255093155894,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/2145948",NA
"389",2156695,"HOUSE",419000,258,402,2,"Schoten",NA,"Verbertstraat","100",4.4980382912414,51.247298859987,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/2156695",NA
"390",2251902,"HOUSE",265000,152,103,3,"Duffel","2570","Nieuwstraat","31",4.4986354316641,51.096245787979,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/2251902",NA
"391",1973555,"HOUSE",359000,115,472,3,"Boechout","2530","Gillegomstraat","35",4.4988446371836,51.167040747996,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/1973555",NA
"392",2062721,"HOUSE",625000,279,855,4,"Kalmthout","2920","Roosendaalsebaan","38",4.5000480499009,51.399813137331,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/2062721",NA
"393",2378946,"HOUSE",410000,235,365,3,"Sint-Katelijne-Waver","2860","Lagerheide","5",4.5003850075558,51.046006389265,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/2378946",NA
"394",2317777,"HOUSE",639000,330,202,3,"Mechelen","2800","Lakenmakersstraat","110",4.5003974575454,51.030633581066,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/2317777",NA
"395",2320773,"HOUSE",296000,148,135,3,"Mechelen","2800","Leuvensesteenweg","409",4.5016726690045,51.014229827016,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/2320773",NA
"396",2377239,"HOUSE",790000,275,858.11083283275,5,"Sint-Katelijne-Waver","2860","Goorboslei","24",4.5022277074697,51.073967130736,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/2377239",NA
"397",2380326,"HOUSE",339000,112.88,325.30177826411,3,"Sint-Katelijne-Waver","2860","Mechelsesteenweg","306",4.5034677216128,51.0459222923,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/2380326",NA
"398",2150144,"HOUSE",375000,130,220,3,"Schoten","2900","Leo van hullebuschstraat","61",4.5037808596223,51.248064368918,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/2150144",NA
"399",2325742,"HOUSE",219000,108,49,3,"Mechelen","2800","Nekkerspoelstraat","340",4.5039648777937,51.032770443253,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/2325742",NA
"400",2152449,"HOUSE",235000,158,255.05694151251,1,"Schoten","2900","Paalstraat","182",4.5044969731638,51.255749916017,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/2152449",NA
"401",2004711,"HOUSE",329000,135,425,3,"Brasschaat","2930","Lage kaart","619",4.50474518159,51.316481728119,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/2004711",NA
"402",2155423,"HOUSE",390000,185,282.54029201157,3,"Schoten","2900","Theofiel van Cauwenberghslei","67",4.5048145405509,51.252873919383,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/2155423",NA
"403",2056654,"HOUSE",495000,209,695,3,"Kalmthout",NA,"Brasschaatsteenweg","198",4.5050975291419,51.378258902594,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/2056654",NA
"404",5193865,"HOUSE",412301.93,NA,197,3,"Boechout","2530","Koolmeesstraat","10",4.506178,51.167789,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/5193865",NA
"405",2155868,"HOUSE",315000,153,136,4,"Schoten","2900","Tulpenlaan","8",4.5086271618969,51.257624696581,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/2155868",NA
"406",1972128,"HOUSE",325000,138,761,4,"Boechout","2530","Alexander franckstraat","252",4.5092151329829,51.159208942616,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/1972128",NA
"407",1998316,"HOUSE",520000,230,513,5,"Brasschaat","2930","De tomermaat","11",4.5102371164926,51.291767094338,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/1998316",NA
"408",2320695,"HOUSE",474000,306,259,7,"Mechelen","2800","Leuvensesteenweg","615",4.5114071123199,51.007948138554,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/2320695",NA
"409",2250039,"HOUSE",349000,190,127.2020354066,4,"Duffel","2570","Kwakkelenberg","16",4.5114275829254,51.09470333326,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/2250039","new"
"410",1994482,"HOUSE",549900,188,986.58463157457,4,"Brasschaat","2930","Bethaniëlei","39",4.5118542741817,51.315421208238,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/1994482",NA
"411",2378100,"HOUSE",385000,135,268.68069297075,3,"Sint-Katelijne-Waver","2860","Ijzerenveld","42",4.5122002412043,51.035623563644,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/2378100",NA
"412",2174815,"HOUSE",499000,274,577,3,"Wommelgem","2160","Hoevenstraat","104",4.5130393019233,51.205475182435,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/2174815",NA
"413",1973141,"HOUSE",525000,436,910,4,"Boechout","2530","De lochtlaan","17",4.5131908713408,51.164078180826,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/1973141",NA
"414",2003886,"HOUSE",409000,115,193,3,"Brasschaat","2930","Klein hoefblad","10",4.5134526691388,51.292228135197,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/2003886",NA
"415",2249299,"LAND",190000,NA,600,NA,"Duffel","2570","Katelijnsesteenweg","52",4.5140343517413,51.090225164525,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/2249299",NA
"416",2173354,"HOUSE",324900,115,281.56629014935,3,"Wommelgem","2160","Doornaardstraat","42",4.5144913021595,51.209224489908,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/2173354",NA
"417",2177668,"HOUSE",499000,165,409,3,"Wommelgem","2160","'t sween","14",4.515111330684,51.207385635083,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/2177668","new"
"418",2148969,"HOUSE",335000,110,240.18445232604,3,"Schoten","2900","Kraaienlei","21",4.5152026028787,51.24765626544,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/2148969",NA
"419",2312104,"HOUSE",485000,190,380,3,"Mechelen","2812","Jan frans van geelstraat","2",4.5159041030795,51.009099793084,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/2312104",NA
"420",2177789,"HOUSE",289000,110,310,2,"Wommelgem","2160","Ternesselei","6",4.5168350212931,51.205851115865,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/2177789",NA
"421",2150472,"HOUSE",378000,145,235,2,"Schoten","2900","Lindenlei","141",4.5168515641926,51.248027460107,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/2150472",NA
"422",2150403,"HOUSE",398000,150,290,2,"Schoten","2900","Lindenlei","139",4.5168657495723,51.248052023068,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/2150403",NA
"423",2151547,"LAND",161185,0,1221.103347783,0,"Schoten","2900","Molenbaan","58",4.5178484335086,51.274545859381,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/2151547",NA
"424",2142934,"HOUSE",195000,90,156,2,"Schoten","2900","Brechtsebaan","228",4.5195964228379,51.271740467455,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/2142934",NA
"425",2177141,"HOUSE",435000,185,588,4,"Wommelgem","2160","Sint-Damiaanstraat","55",4.5218392213263,51.201123615445,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/2177141",NA
"426",6065811,"HOUSE",595000,147,245,3,"Boechout","2530","Eikhof","15",4.5252867999365,51.176743321466,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/6065811",NA
"427",2314257,"HOUSE",545000,311,974,4,"Mechelen","2812","Kerkenbos","67",4.5341482368028,51.001097820911,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/2314257",NA
"428",2287140,"HOUSE",465000,171,1220,3,"Lier","2500","Maaikeneveld","64",4.5358979837496,51.125390708196,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/2287140",NA
"429",2179789,"HOUSE",289000,68,1810,2,"Wuustwezel","2990","Bomendreef","24",4.5427028555101,51.38332138889,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/2179789",NA
"430",2141971,"HOUSE",795000,293,2222,4,"Schoten",NA,"Beukendreef","21",4.5438040011473,51.300226449044,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/2141971",NA
"431",2231734,"HOUSE",440000,161,688,2,"Bonheiden","2820","Molenberg","18",4.5489996234865,51.02094387709,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/2231734",NA
"432",2234479,"HOUSE",465000,331,1044,3,"Bonheiden","2820","Waversesteenweg","46",4.5501015231885,51.026573772079,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/2234479",NA
"433",2142965,"HOUSE",295000,150,495,NA,"Schoten","2900","Brechtsebaan","902",4.5503042148045,51.295119472206,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/2142965",NA
"434",2279953,"HOUSE",449000,146,181,2,"Lier","2500","David tenierslaan","107",4.5552793330114,51.129651459842,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/2279953",NA
"435",2246875,"HOUSE",185000,95,953,2,"Duffel","2570","Beukheuvel","26",4.5565268858731,51.088987275689,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/2246875",NA
"436",2276189,"HOUSE",284000,130,160,3,"Lier","2500","Acaciaplein","2",4.5572224600852,51.125935442532,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/2276189",NA
"437",2233423,"HOUSE",770000,303,1995,5,"Bonheiden","2820","Rijmenamseweg","51",4.5578240441168,51.020799532196,"https://www.realo.be/en/diesterbaan-11-2200-noorderwijk/2233423",NA
